,Unnamed: 0_x,prefix,pdb,chain1,chain2,uid1,uid2,n_contacts,meffL,n_true,in_train,max_LRS,n_LRS,n_true_LRS,n_LRNS,n_true_LRNS,n_EVC,n_true_EVC,n_EVC_ASA,n_true_EVC_ASA,n_precision,n_true_precision,Unnamed: 0_y,num_top10_8A,output_file,prec_top10_8A
13,32,allpdb0041,2FYU,D,J,CY1_BOVIN,QCR9_BOVIN,55,0.6,4.0,True,0.9371055838393162,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,359.0,4.0,allpdb0041/compare/allpdb0041_CouplingScoresCompared_inter.csv,0.4
14,33,allpdb0042,2FYU,C,D,CYB_BOVIN,CY1_BOVIN,96,1.227666667,10.0,True,0.9999835715669494,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,10.0,allpdb0042/compare/allpdb0042_CouplingScoresCompared_inter.csv,1.0
15,34,allpdb0043,2FYU,C,E,CYB_BOVIN,UCRI_BOVIN,81,1.884814815,7.0,True,0.9743590204750179,6.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,385.0,8.0,allpdb0043/compare/allpdb0043_CouplingScoresCompared_inter.csv,0.8
16,35,allpdb0044,2FYU,C,F,CYB_BOVIN,QCR7_BOVIN,78,0.674891775,0.0,True,0.11052114153129956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,allpdb0044/compare/allpdb0044_CouplingScoresCompared_inter.csv,0.0
17,37,allpdb0046,2FYU,C,G,CYB_BOVIN,QCR8_BOVIN,62,0.31972789100000004,5.0,True,0.7126795545638326,4.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,412.0,3.0,allpdb0046/compare/allpdb0046_CouplingScoresCompared_inter.csv,0.3
18,38,allpdb0047,2FYU,J,K,QCR9_BOVIN,QCR10_BOVIN,35,2.906666667,0.0,True,0.30380256286559904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,3.0,allpdb0047/compare/allpdb0047_CouplingScoresCompared_inter.csv,0.3
19,39,allpdb0048,2FYU,C,A,CYB_BOVIN,QCR1_BOVIN,24,1.095752896,0.0,True,0.4295030380356205,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
20,42,allpdb0051,2FYU,F,G,QCR7_BOVIN,QCR8_BOVIN,21,2.300598802,2.0,True,0.6494997679858662,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,416.0,4.0,allpdb0051/compare/allpdb0051_CouplingScoresCompared_inter.csv,0.4
21,44,allpdb0053,3L75,R,T,UCRI_CHICK,D0VX32_CHICK,34,1.14770318,3.0,False,0.3477012349961183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,allpdb0053/compare/allpdb0053_CouplingScoresCompared_inter.csv,0.0
22,46,allpdb0055,3L75,H,G,D0VX28_CHICK,D0VX32_CHICK,23,2.401342282,1.0,True,0.5700030582860649,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,150.0,1.0,allpdb0055/compare/allpdb0055_CouplingScoresCompared_inter.csv,0.1
23,47,allpdb0056,3L75,Q,S,D0VX26_CHICK,D0VX30_CHICK,22,1.691212121,2.0,False,0.3588118358811626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,allpdb0056/compare/allpdb0056_CouplingScoresCompared_inter.csv,0.0
24,49,allpdb0058,1JB0,J,F,PSAJ_THEEB,PSAF_THEEB,49,0.798019802,5.0,True,0.9371393140863632,6.0,4.0,5.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,347.0,4.0,allpdb0058/compare/allpdb0058_CouplingScoresCompared_inter.csv,0.4
25,51,allpdb0060,1JB0,D,L,PSAD_THEEB,PSAL_THEEB,31,0.368115942,0.0,False,0.2177791336689781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,allpdb0060/compare/allpdb0060_CouplingScoresCompared_inter.csv,0.0
26,56,allpdb0065,2J3T,A,C,TPPC3_MOUSE,TPPC1_MOUSE,54,0.7488673140000001,0.0,False,0.4218216249875851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,allpdb0065/compare/allpdb0065_CouplingScoresCompared_inter.csv,0.0
27,58,allpdb0067,1K8K,D,F,ARPC2_BOVIN,ARPC4_BOVIN,126,0.465509761,0.0,False,0.19956191721554356,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,168.0,0.0,allpdb0067/compare/allpdb0067_CouplingScoresCompared_inter.csv,0.0
28,59,allpdb0068,1K8K,A,E,ARP3_BOVIN,ARPC3_BOVIN,52,0.213379074,1.0,True,0.298338349487478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,allpdb0068/compare/allpdb0068_CouplingScoresCompared_inter.csv,0.1
29,61,allpdb0070,1K8K,A,D,ARP3_BOVIN,ARPC2_BOVIN,111,0.226600284,2.0,True,0.7715599352915709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,
30,62,allpdb0071,1K8K,G,F,ARPC5_BOVIN,ARPC4_BOVIN,57,0.706109325,1.0,True,0.5312307344377322,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,158.0,2.0,allpdb0071/compare/allpdb0071_CouplingScoresCompared_inter.csv,0.2
31,64,allpdb0073,2Y69,N,S,COX1_BOVIN,COX5B_BOVIN,91,0.20801964,0.0,True,0.41626172929974187,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,191.0,0.0,allpdb0073/compare/allpdb0073_CouplingScoresCompared_inter.csv,0.0
32,66,allpdb0075,2Y69,B,I,COX2_BOVIN,COX6C_BOVIN,95,2.472348485,0.0,True,0.24969037635391444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,allpdb0075/compare/allpdb0075_CouplingScoresCompared_inter.csv,0.0
33,68,allpdb0077,2Y69,B,E,COX2_BOVIN,COX5A_BOVIN,21,3.308012821,0.0,True,0.12528902981945195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,allpdb0077/compare/allpdb0077_CouplingScoresCompared_inter.csv,0.0
34,69,allpdb0078,2Y69,O,U,COX2_BOVIN,CX6B1_BOVIN,79,0.357912458,1.0,True,0.2838732861042337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,allpdb0078/compare/allpdb0078_CouplingScoresCompared_inter.csv,0.0
35,71,allpdb0080,2Y69,A,M,COX1_BOVIN,COX8B_BOVIN,69,1.068896926,0.0,True,0.33522342321604376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,allpdb0080/compare/allpdb0080_CouplingScoresCompared_inter.csv,0.0
36,73,allpdb0082,2Y69,A,D,COX1_BOVIN,COX41_BOVIN,77,0.722131148,0.0,False,0.13130532194432004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,allpdb0082/compare/allpdb0082_CouplingScoresCompared_inter.csv,0.0
37,74,allpdb0083,2Y69,A,B,COX1_BOVIN,COX2_BOVIN,248,1.205890411,10.0,False,0.9983634140844834,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,,,,
38,75,allpdb0084,2Y69,B,D,COX2_BOVIN,COX41_BOVIN,55,0.675274725,0.0,True,0.11669554389939404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1.0,allpdb0084/compare/allpdb0084_CouplingScoresCompared_inter.csv,0.1
39,77,allpdb0086,2Y69,P,S,COX3_BOVIN,COX5B_BOVIN,65,0.372451791,3.0,True,0.3691272066651878,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,410.0,1.0,allpdb0086/compare/allpdb0086_CouplingScoresCompared_inter.csv,0.1
40,80,allpdb0089,2Y69,N,P,COX1_BOVIN,COX3_BOVIN,170,1.107291667,9.0,True,0.9884554799973646,10.0,9.0,9.0,9.0,8.0,8.0,10.0,9.0,10.0,9.0,,,,
41,81,allpdb0090,3X1L,C,B,O28416_ARCFU,CMR3_PYRFU,77,0.81797005,6.0,False,0.6419129429876435,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,395.0,3.0,allpdb0090/compare/allpdb0090_CouplingScoresCompared_inter.csv,0.3
42,82,allpdb0091,3X1L,D,G,O28416_ARCFU,CMR5_ARCFU,31,1.023471883,4.0,True,0.5665652503767372,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,334.0,0.0,allpdb0091/compare/allpdb0091_CouplingScoresCompared_inter.csv,0.0
43,91,allpdb0102,4H44,B,G,PETD_NOSS1,PETG_NOSS1,62,0.21865285,0.0,False,0.23158622286679176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,allpdb0102/compare/allpdb0102_CouplingScoresCompared_inter.csv,0.0
44,93,allpdb0105,4H44,B,C,PETD_NOSS1,CYF_NOSS1,99,0.34360587,2.0,True,0.5857240871322529,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,286.0,3.0,allpdb0105/compare/allpdb0105_CouplingScoresCompared_inter.csv,0.3
45,94,allpdb0107,4H44,G,F,PETG_NOSS1,PETM_NOSS1,37,0.923880597,1.0,False,0.658828088101415,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,3.0,allpdb0107/compare/allpdb0107_CouplingScoresCompared_inter.csv,0.3
46,95,allpdb0108,4H44,A,D,CYB6_NOSS1,UCRIA_NOSS1,37,4.178571429,4.0,True,0.3816724131845374,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,5.0,allpdb0108/compare/allpdb0108_CouplingScoresCompared_inter.csv,0.5
47,96,allpdb0110,4H44,C,E,CYF_NOSS1,PETL_NOSS1,30,0.629142857,2.0,True,0.8246692253996235,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,allpdb0110/compare/allpdb0110_CouplingScoresCompared_inter.csv,0.0
48,103,allpdb0120,2WJN,L,H,RCEL_BLAVI,RCEH_BLAVI,125,0.23148855,3.0,True,0.5043025137417565,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1.0,allpdb0120/compare/allpdb0120_CouplingScoresCompared_inter.csv,0.1
49,106,allpdb0123,3ZIA,A,G,ATPA_YEAST,ATPG_YEAST,27,3.213548387,6.0,True,0.9793692792361836,8.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,9.0,6.0,,,,
50,107,allpdb0124,3ZIA,R,S,ATPD_YEAST,ATP5E_YEAST,76,1.344444444,6.0,True,0.8625449203944902,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,180.0,4.0,allpdb0124/compare/allpdb0124_CouplingScoresCompared_inter.csv,0.4
51,108,allpdb0125,3ZIA,E,G,ATPB_YEAST,ATPG_YEAST,30,2.871989175,4.0,True,0.9712166098333428,7.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,,,,
52,109,allpdb0126,3ZIA,G,H,ATPG_YEAST,ATPD_YEAST,66,9.160957179,10.0,False,0.9933091705691596,9.0,9.0,9.0,9.0,4.0,4.0,6.0,6.0,10.0,10.0,198.0,8.0,allpdb0126/compare/allpdb0126_CouplingScoresCompared_inter.csv,0.8
53,110,allpdb0127,3ZIA,G,I,ATPG_YEAST,ATP5E_YEAST,81,0.796119403,2.0,False,0.361044003621349,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,allpdb0127/compare/allpdb0127_CouplingScoresCompared_inter.csv,0.1
54,111,allpdb0129,3ZIA,Q,T,ATPG_YEAST,ATIF_YEAST,21,0.7331460670000001,0.0,True,0.4577193262813131,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,allpdb0129/compare/allpdb0129_CouplingScoresCompared_inter.csv,0.0
55,115,allpdb0133,4P1B,I,A,TMOC_PSEME,TMOA_PSEME,54,0.223752151,0.0,False,0.3290432865208009,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,allpdb0133/compare/allpdb0133_CouplingScoresCompared_inter.csv,0.0
56,124,allpdb0143,2WDQ,E,F,SDHA_ECOLI,SDHB_ECOLI,174,1.31433869,8.0,True,0.9585631365935527,9.0,8.0,8.0,8.0,2.0,2.0,4.0,4.0,9.0,8.0,,,,
57,125,allpdb0144,2WDQ,C,B,DHSC_ECOLI,SDHB_ECOLI,79,5.085260116000001,9.0,True,0.7198868177961202,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,6.0,allpdb0144/compare/allpdb0144_CouplingScoresCompared_inter.csv,0.6
58,129,allpdb0148,3MHS,C,B,SGF11_YEAST,SUS1_YEAST,85,2.399428571,2.0,True,0.29450522286580955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,allpdb0148/compare/allpdb0148_CouplingScoresCompared_inter.csv,0.0
59,130,allpdb0149,3MHS,A,B,UBP8_YEAST,SUS1_YEAST,66,0.709445585,0.0,False,0.24489135046809496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,allpdb0149/compare/allpdb0149_CouplingScoresCompared_inter.csv,0.0
60,133,allpdb0152,3MHS,A,C,UBP8_YEAST,SGF11_YEAST,140,0.849797571,0.0,False,0.20924914406852815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,allpdb0152/compare/allpdb0152_CouplingScoresCompared_inter.csv,0.0
61,134,allpdb0153,3RKO,F,E,A0A140N7W8_ECOBD,A0A140N7N4_ECOBD,127,23.54322344,9.0,True,0.9484386120814214,9.0,9.0,8.0,8.0,1.0,1.0,2.0,2.0,3.0,3.0,288.0,5.0,allpdb0153/compare/allpdb0153_CouplingScoresCompared_inter.csv,0.5
62,137,allpdb0157,3RZO,C,K,RPB3_YEAST,RPB11_YEAST,130,1.219189189,9.0,True,0.9970793620361385,9.0,9.0,8.0,8.0,4.0,4.0,6.0,6.0,9.0,9.0,131.0,8.0,allpdb0157/compare/allpdb0157_CouplingScoresCompared_inter.csv,0.8
63,138,allpdb0160,3RZO,C,J,RPB3_YEAST,RPAB5_YEAST,75,1.352760736,6.0,True,0.6747071962841438,6.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,9.0,6.0,358.0,4.0,allpdb0160/compare/allpdb0160_CouplingScoresCompared_inter.csv,0.4
64,139,allpdb0161,4HUQ,T,S,ECFT_LACBA,Q03S56_LACBA,157,2.135748792,0.0,True,0.3304143080135333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,1.0,allpdb0161/compare/allpdb0161_CouplingScoresCompared_inter.csv,0.1
65,140,allpdb0162,4HUQ,A,T,ECFA2_LACBA,ECFT_LACBA,49,3.595344507,5.0,True,0.5988476955158334,5.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,,,,
66,147,allpdb0171,4U7U,V,M,CASC_ECOLI,CSE1_ECOLI,35,1.09398773,1.0,True,0.34111579906773865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,allpdb0171/compare/allpdb0171_CouplingScoresCompared_inter.csv,0.1
67,148,allpdb0172,4U7U,V,W,CASC_ECOLI,CAS5_ECOLI,142,1.577902622,4.0,False,0.7853465819751669,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,311.0,4.0,allpdb0172/compare/allpdb0172_CouplingScoresCompared_inter.csv,0.4
68,149,allpdb0173,4U7U,E,B,CASC_ECOLI,CSE2_ECOLI,25,1.78794926,0.0,False,0.283783698796584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,allpdb0173/compare/allpdb0173_CouplingScoresCompared_inter.csv,0.0
69,150,allpdb0174,4U7U,P,U,CAS6_ECOLI,CASC_ECOLI,81,1.659056604,0.0,True,0.2769134790260985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,allpdb0174/compare/allpdb0174_CouplingScoresCompared_inter.csv,0.1
70,151,allpdb0175,4U7U,A,K,CSE1_ECOLI,CAS5_ECOLI,87,1.311127379,1.0,True,0.8724685370585405,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,370.0,1.0,allpdb0175/compare/allpdb0175_CouplingScoresCompared_inter.csv,0.1
71,152,allpdb0176,4U7U,A,B,CSE1_ECOLI,CSE2_ECOLI,29,1.404173355,0.0,False,0.1750626757030634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,allpdb0176/compare/allpdb0176_CouplingScoresCompared_inter.csv,0.0
72,158,allpdb0186,1SR4,B,A,O06523_HAEDC,CDTA_HAEDU,82,0.225991189,0.0,False,0.17911900079422707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,allpdb0186/compare/allpdb0186_CouplingScoresCompared_inter.csv,0.0
73,161,allpdb0189,2BA1,E,B,RRP41_ARCFU,CSL4_ARCFU,84,1.35177665,0.0,False,0.2767489157941685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,allpdb0189/compare/allpdb0189_CouplingScoresCompared_inter.csv,0.0
74,162,allpdb0190,2D1P,D,F,TUSD_ECOLI,TUSB_ECOLI,47,3.990990991,8.0,True,0.9799921723462092,9.0,8.0,5.0,5.0,2.0,2.0,2.0,2.0,7.0,7.0,350.0,2.0,allpdb0190/compare/allpdb0190_CouplingScoresCompared_inter.csv,0.2
75,163,allpdb0192,2GAG,A,C,Q3ZDQ8_STEMA,Q3ZDQ7_STEMA,132,0.326518804,4.0,False,0.7327009447409437,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,,,,
76,164,allpdb0193,2GAG,B,D,Q3ZDR0_STEMA,Q3ZDQ9_STEMA,73,0.494274029,6.0,True,0.7644645392725955,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,199.0,6.0,allpdb0193/compare/allpdb0193_CouplingScoresCompared_inter.csv,0.6
77,165,allpdb0194,2GAG,A,D,Q3ZDQ8_STEMA,Q3ZDQ9_STEMA,60,0.57952183,5.0,True,0.7240121942512359,5.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,55.0,3.0,allpdb0194/compare/allpdb0194_CouplingScoresCompared_inter.csv,0.3
78,166,allpdb0195,2GAG,B,A,Q3ZDR0_STEMA,Q3ZDQ8_STEMA,244,0.365381589,3.0,True,0.9165952447513044,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,,,,
79,167,allpdb0196,2GAG,D,C,Q3ZDQ9_STEMA,Q3ZDQ7_STEMA,29,1.596875,3.0,True,0.8271301725762576,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,allpdb0196/compare/allpdb0196_CouplingScoresCompared_inter.csv,0.2
80,168,allpdb0198,2J3W,D,C,TPPC3_MOUSE,TPPC2_MOUSE,23,0.769805195,1.0,True,0.3573317524727824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,0.0,allpdb0198/compare/allpdb0198_CouplingScoresCompared_inter.csv,0.0
81,172,allpdb0203,2ZZD,J,L,SCNA_THITI,SCNC_THITI,125,1.34433657,4.0,True,0.4644060638039049,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,388.0,2.0,allpdb0203/compare/allpdb0203_CouplingScoresCompared_inter.csv,0.2
82,176,allpdb0211,3RLF,F,E,MALF_ECOLI,MALE_ECOLI,130,0.37759009,4.0,False,0.6621665529191597,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
83,178,allpdb0214,3RLF,G,E,MALG_ECOLI,MALE_ECOLI,56,4.031797235,1.0,True,0.05347324382749725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,allpdb0214/compare/allpdb0214_CouplingScoresCompared_inter.csv,100.0
84,179,allpdb0215,3RLF,A,G,MALK_ECOLI,MALG_ECOLI,72,1.489189189,1.0,True,0.10382664287392797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,allpdb0215/compare/allpdb0215_CouplingScoresCompared_inter.csv,0.0
85,184,allpdb0221,5AWF,D,B,SUFC_ECOLI,SUFD_ECOLI,65,3.168916797,5.0,True,0.984766054871282,7.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,0.0,3.0,allpdb0221/compare/allpdb0221_CouplingScoresCompared_inter.csv,0.3
86,187,allpdb0224,5BNX,D,B,ASF1B_HUMAN,H4_HUMAN,36,0.254607509,1.0,True,0.6053771370453938,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,277.0,0.0,allpdb0224/compare/allpdb0224_CouplingScoresCompared_inter.csv,100.0
87,188,allpdb0225,5BNX,A,D,H33_HUMAN,ASF1B_HUMAN,51,0.247384615,0.0,True,0.4892227617056091,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,allpdb0225/compare/allpdb0225_CouplingScoresCompared_inter.csv,0.0
88,191,allpdb0229,1GL2,C,D,VTI1B_MOUSE,STX8_RAT,65,0.203333333,2.0,True,0.2295206732886144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,allpdb0229/compare/allpdb0229_CouplingScoresCompared_inter.csv,0.0
89,192,allpdb0230,1GL2,A,B,VAMP8_RAT,STX7_MOUSE,69,0.351975684,1.0,True,0.18267928700005606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.0,0.0,allpdb0230/compare/allpdb0230_CouplingScoresCompared_inter.csv,100.0
90,194,allpdb0232,1GL2,A,D,VAMP8_RAT,STX8_RAT,58,0.319808307,2.0,True,0.6370809429404554,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,allpdb0232/compare/allpdb0232_CouplingScoresCompared_inter.csv,0.0
91,195,allpdb0233,1KF6,O,N,FRDC_ECOLI,FRDB_ECOLI,92,2.775659824,1.0,False,0.2449722968569078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,allpdb0233/compare/allpdb0233_CouplingScoresCompared_inter.csv,0.1
92,196,allpdb0234,1KF6,M,N,FRDA_ECOLI,FRDB_ECOLI,193,0.8094645079999999,5.0,False,0.4972815000873765,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,allpdb0234/compare/allpdb0234_CouplingScoresCompared_inter.csv,0.1
93,197,allpdb0235,1KF6,C,D,FRDC_ECOLI,FRDD_ECOLI,142,6.372596154,1.0,True,0.07499619104666022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,allpdb0235/compare/allpdb0235_CouplingScoresCompared_inter.csv,0.0
